,title,date,author,summary,body,url
289,Moderna: O EMA Συνεδριάζει Για Την Έγκριση Του Εμβολίου | Star.gr ,"04.01.21, 17:35",Συντακτική Ομάδα,Δεν αποκλείεται να πει το «ναι»​​​​​​​ εντός της ημέρας,"
Ο Ευρωπαϊκός Οργανισμός Φαρμάκων συνεδριάζει εσπευσμένα σήμερα για να συζητήσει το εμβόλιο της εταιρείας Moderna  κατά του κορωνοϊού ανακοίνωσε εκπρόσωπος της ευρωπαϊκής ρυθμιστικής αρχής.
Η επιτροπή φαρμάκων για ανθρώπινη χρήση του EMA είναι πιθανόν να εκδώσει γνωμάτευση για την έγκριση του εμβολίου εντός της ημέρας.
Να σημειωθεί ότι ο EMA επρόκειτο να συνεδριάσει με θέμα του εμβόλιο της Moderna την Τετάρτη, 6 Ιανουαρίου.
Διαβάστε όλες τις Ειδήσεις 
Διαβάστε όλες τις ειδήσεις από την Ελλάδα και τον Κόσμο.


            googletag.cmd.push(function(){
                googletag.display('div-gpt-ad-1618837763216-0');
            });
        

",https://www.star.gr/eidiseis/kosmos/527556/moderna-o-ema-synedriazei-gia-thn-egkrish-toy-embolioy
290,Εμβόλιο Pfizer: Προστασία 6 μήνες μετά τη β' δόση | Star.gr ,"02.04.21, 17:17",Συντακτική Ομάδα,Τι έδειξε η συνεχιζόμενη κλινική μελέτη της Φάσης 3,"
To εμβόλιο της Pfizer είναι ασφαλές και για τα παιδιά άνω των 12 ετών, όπως ανακοίνωσε η εταιρία. Σύμφωνα με τα αποτελέσματα κλινικής δοκιμής, το συγκεκριμένο εμβόλιο έχει αποτελεσματικότητα 100% στους εφήβους 12 έως 15 ετών- APvideoHub
Το εμβόλιο των Pfizer και BioNTech προσφέρει προστασία τουλάχιστον για 6 μήνες, μετά τη δεύτερη δόση, σύμφωνα με τη συνεχιζόμενη κλινική μελέτη της Φάσης 3 της εταιρίας. 

Μόσιαλος: Ισχυρή ανοσοαπόκριση μετά την πρώτη δόση του εμβολίου Pfizer

Ο καθηγητής Πολιτικής της Υγείας του LSE, Ηλίας Μόσιαλος, αναφέρει χαρακτηριστικά σε ανάρτησή του ότι έξι μήνες μετά τη λήψη της δεύτερης δόσης του εμβολίου της Pfizer, οι εθελοντές παρέμειναν περισσότερο από 90% προστατευμένοι από τη (συμπτωματική) λοίμωξη από Covid- 19 και ακόμη καλύτερα προστατευμένοι από σοβαρή λοίμωξη.

Ισραήλ: Το εμβόλιο της Pfizer έχει αποτελεσματικότητα 85% μετά την 1η δόση

Βάσει των αποτελεσμάτων σε νέα δοκιμή που έγινε, ο καθηγητής εξηγεί ότι το εμβόλιο των Pfizer και Biontech παραμένει κατά 91% τουλάχιστον αποτελεσματικό κατά της νόσου για τους επόμενους έξι μήνες.  Επίσης, σύμφωνα με τις εταιρείες, είναι πλήρως αποτελεσματικό έναντι της νοτιοαφρικανικής παραλλαγής του κορωνοϊού.

Ολόκληρη η ανάρτηση του καθηγητή Ηλία Μόσιαλου
«Η συνεχιζόμενη κλινική δοκιμή Φάσης 3 για το εμβόλιο των Pfizer / BioNTech επιβεβαιώνει ότι η προστασία του εμβολίου έναντι της νόσου διαρκεί τουλάχιστον για έξι μήνες μετά τη δεύτερη δόση.
Αυτό δεν σημαίνει πως τόσο διαρκεί η προστασία μετά τον εμβολιασμό, άλλα πως έχουμε πλέον δεδομένα από τη συνεχιζόμενη κλινική δοκιμή Φάσης 3 για 6 μήνες.
Έξι μήνες δηλαδή μετά τη λήψη της δεύτερης δόσης του εμβολίου της Pfizer, οι εθελοντές παρέμειναν περισσότερο από 90% προστατευμένοι από τη (συμπτωματική) λοίμωξη από COVID-19 και ακόμη καλύτερα προστατευμένοι από σοβαρή λοίμωξη, σύμφωνα με νέα μελέτη της εταιρείας.
Στο διάστημα από μια εβδομάδα μετά τη δεύτερη δόση έως και 6 μήνες, από τους 927 συμμετέχοντες στη δοκιμή που αρρώστησαν με COVID-19, μόνο οι 77 είχαν λάβει το ενεργό εμβόλιο, σε σύγκριση με τους 850 που είχαν λάβει το εικονικό φάρμακο. Άρα το εμβόλιο παραμένει κατά 91% τουλάχιστον αποτελεσματικό κατά της νόσου για τους επόμενους έξι μήνες.  Επίσης σύμφωνα με τις εταιρείες, είναι πλήρως αποτελεσματικό έναντι της νοτιοαφρικανικής παραλλαγής του ιού (B.1.351).

Pfizer: Αποτελεσματικό το εμβόλιο και για τη νοτιοαφρικανική μετάλλαξη

Το εμβόλιο ήταν 100% αποτελεσματικό κατά της σοβαρής νόσου, όπως ορίζεται από τα Αμερικανικά Κέντρα Ελέγχου και Πρόληψης Νοσημάτων των ΗΠΑ (CDC), και 95,3% αποτελεσματικό κατά της σοβαρής COVID-19, όπως ορίζεται από την Αμερικανική Υπηρεσία Τροφίμων και Φαρμάκων των ΗΠΑ (FDA), αναφέρουν Pfizer και BioNTech σε κοινή δήλωση.
Τα εμβόλια COVID-19 που έχουν εγκριθεί μέχρι στιγμής κυκλοφορούν υπό έκτακτη αδειοδότηση επειδή δεν είχαν μακροπρόθεσμα δεδομένα ασφάλειας και αποτελεσματικότητας. Οι ρυθμιστικές αρχές είχαν επιτρέψει στις εταιρείες να παρουσιάσουν δεδομένα δύο μηνών για την έκτακτη αδειοδότηση για χρήση -κυρίως σε ενήλικες-, λόγω της πανδημίας.
Οι αξιωματούχοι του FDA είχαν επίσης δηλώσει πως θα εξετάσουν το ενδεχόμενο έκδοσης πλήρους άδειας όταν τα εμβόλια έχουν κυκλοφορήσει για τουλάχιστον έξι μήνες (το προαπαιτούμενο για όλα τα εμβόλια που αποτρέπουν μολυσματικές ασθένειες). 
Τα νέα δεδομένα είναι πιθανότατα επαρκή ώστε το εμβόλιο να πληροί τα κριτήρια που ορίζει η (FDA) για πλήρη έγκριση. Αναμένουμε λοιπόν τη δημοσίευση και τις εξελίξεις για την αδειοδότηση».
Διαβάστε όλες τις ειδήσεις από την Ελλάδα και τον Κόσμο.


            googletag.cmd.push(function(){
                googletag.display('div-gpt-ad-1618837763216-0');
            });
        

",https://www.star.gr/eidiseis/ellada/538296/embolio-pfizer-prostasia-6-mhnes-meta-th-b-dosh
291,Χανιά: Δε Σχετίζονται Με Το Εμβόλιο Συμπτώματα Νοσηλεύτριας | Star.gr ,"08.06.21, 14:11",Συντακτική Ομάδα,Εμφάνισε πρόβλημα στα κάτω άκρα- Υποβάλλεται σε εξετάσεις,"
Όσα είπε ο Μάριος Θεμιστοκλέους για το εμβολιαστικό πρόγραμμα στη χώρα μας, τον εμβολιασμό 25 - 29 ετών και τα ποσοστά εμβολιασμένων στις 7/6/21
Επιπλοκές παρουσίασε νοσηλεύτρια του νοσοκομείου Χανίων, μετά τον εμβολιασμό της με το εμβόλιο της Ρfizer. Ωστόσο, σύμφωνα με τις πρώτες εξετάσεις, τα συμπτώματα δε φαίνεται να οφείλονται σε θρόμβωση ή στο εμβόλιο, σύμφωνα με το flashnews.gr.

Οι ανεπιθύμητες ενέργειες είναι ένα σημάδι πως το εμβόλιο λειτουργεί

Αρχικά υπήρξε ανησυχία για θρόμβωση, καθώς υπήρξε πρόβλημα στα κάτω άκρα της γυναίκας, ηλικίας περίπου 50 ετών.
Η νοσηλεύτρια υποβάλλεται σε ένα σετ εξετάσεων προκειμένου να διαγνωστεί πού οφείλονται τα συμπτώματα, με τα πρώτα στοιχεία να δείχνουν πάντως ότι δεν έχουν σχέση με τον εμβολιασμό.
 
Διαβάστε όλες τις ειδήσεις από την Ελλάδα και τον Κόσμο.


            googletag.cmd.push(function(){
                googletag.display('div-gpt-ad-1618837763216-0');
            });
        

",https://www.star.gr/eidiseis/ellada/546149/xania-de-sxetizontai-me-to-embolio-symptwmata-noshleytrias
292,Δημοσκόπηση: Τι Δείχνει Για Πρόθεση Ψήφου Και Εμβόλιο | Star.gr ,"02.06.21, 23:27",Συντακτική Ομάδα,Υπέρ του εμβολιασμού σχεδόν οι 7 στους 10 πολίτες,"
Με διαφορά 13,1 % προηγείτο η ΝΔ στην πρόθεση ψήφου, στη μεγάλη δημοσκόπηση της MRB για λογαριασμό του Star, που έγινε στις 4/3/21
Με 14 μονάδες προηγείται η Νέα Δημοκρατία έναντι του ΣΥΡΙΖΑ στην πρόθεση ψήφου με αναγωγή επί των εγκύρων, σύμφωνα με νέα δημοσκόπηση της Pulse, που έγινε για λογαριασμό του ΣΚΑΪ.
Αναλυτικά, η ΝΔ συγκέντρωσε 38,5%, ο ΣΥΡΙΖΑ 24,5%, το Κίνημα Αλλαγής 7%, το ΚΚΕ 5,5%, η Ελληνική Λύση 4%, το ΜέΡΑ25 3,5% και οι Έλληνες με 1%. «Άλλο» απάντησε το 7%, ενώ οι Αναποφάσιστοι/ΔΑ άγγιξαν το 9%.

Το γράφημα για την πρόθεση ψήφου- πηγή ΣΚΑΪ
Στην πρόθεση ψήφου με όλες τις απαντήσεις, η ΝΔ διατηρεί το προβάδισμα με 13 μονάδες έναντι του ΣΥΡΙΖΑ, με το κυβερνόν κόμμα να συγκεντρώνει 36,5% και το κόμμα της αξιωματικής αντιπολίτευσης το 23,5%. Έπονται το ΚΙΝΑΛ με 6,5%, το ΚΚΕ με 5,5%, η Ελληνική Λύση με 4%, το ΜέΡΑ25 με 3,5%, οι Έλληνες με 1%, ενώ το 6,5% του δείγματος απαντά «άλλο» κόμμα, το 4,5% λευκό/άκυρο/αποχή και το 8,5% δηλώνει ΔΑ/Αναποφάσιστοι.
Σε ό,τι αφορά στη συσπείρωση των ψηφοφόρων της ΝΔ βρίσκεται στο 76% και του ΣΥΡΙΖΑ στο 68%.
Στο ερώτημα ποιος είναι καταλληλότερος για πρωθυπουργός, ο Κυριάκος Μητσοτάκης προηγείται με 18 μονάδες του Αλέξη Τσίπρα, συγκεντρώνοντας το 43% έναντι 25% του προέδρου της αξιωματικής αντιπολίτευσης. Αντίθετα, το ποσοστό των ερωτηθέντων που απάντησαν «Κανένας από τους δύο» ανέρχεται στο 28%.
Διχασμένη δείχνει η κοινή γνώμη για την πορεία της ελληνικής οικονομίας, καθώς στην ερώτηση αν θα υπάρξει βελτίωση της οικονομίας της χώρας μας στο δεύτερο εξάμηνο του 2021, το 45% των ερωτηθέντων δήλωσε «ναι» και το 46% «όχι». 

Το γράφημα των απαντήσεων της δημοσκόπησης για την ελληνική οικονομία - πηγή ΣΚΑΪ
Όσον αφορά στον εμβολιασμό για τον κορωνοϊό, σχεδόν 7 στους 10 Έλληνες τάσσσονται υπέρ, σύμφωνα με τη δημοσκόπηση. Ιδιαίτερα ενθαρρυντικό είναι το γεγονός ότι ανεξαρτήτως από το πότε θα κάνουν το εμβόλιο, το ποσοστό που έβλεπε με επιφυλακτικότητα τα εμβόλια μειώθηκε σημαντικά σε σχέση με το προηγούμενο διάστημα.

Το 69% του δείγματος της δημοσκόπησης απάντησε ότι θα εμβολιαστεί για τον κορωνοϊό- πηγή ΣΚΑΪ
Αναλυτικά, το 69% του δείγματος απάντησε ότι θα εμβολιαστεί έναντι 37% τον Νοέμβριο του 2020, 40% τον Δεκέμβριο του 2020, 49% τον Ιανουάριο του 2021, 56% τον Φεβρουάριο, 57% τον Μάρτιο και 65% τον Απρίλιο. 
Αντίστοιχα, υποδιπλασιάστηκε το ποσοστό των «αρνητών», καθώς αυτοί που δήλωναν κατηγορηματικά ότι δε θα κάνουν το εμβόλιο από το 16% τον Νοέμβριο του 2020 υποχώρησαν στο 6% τον Μάιο του 2021. 
Την ίδια ώρα, αποτυπώνεται έντονα η ανησυχία των πολιτών για τις μεταλλάξεις, με το 49% να δηλώνει ότι ανησυχεί «πολύ» και αρκετά έναντι 19% που αναφέρει ότι ανησυχεί «λίγο» και «ελάχιστα έως καθόλου».
Διαβάστε όλες τις ειδήσεις από την Ελλάδα και τον Κόσμο.


            googletag.cmd.push(function(){
                googletag.display('div-gpt-ad-1618837763216-0');
            });
        

",https://www.star.gr/eidiseis/politiki/545520/dhmoskophsh-ti-deixnei-gia-prothesh-pshfoy-kai-embolio
293,AstraZeneca: Εμβολιάστηκε Η Άνγκελα Μέρκελ | Star.gr ,"16.04.21, 16:51",Συντακτική Ομάδα,Αυτό είναι το πιστοποιητικό εμβολιασμού της,"
Το πιστοποιητικό εμβολιασμού της Άνγκελα Μέρκελ / Reuters
Το εμβόλιο της AstraZeneca έκανε η Γερμανίδα καγκελάριος, Άνγκελα Μέρκελ, όπως έκανε γνωστό ο εκπρόσωπός της, ο οποίος ανήρτησε στο Twitter το έγγραφο του εμβολιασμού της.

AstraZeneca: «Η Μέρκελ θα κάνει αύριο την πρώτη δόση του εμβολίου»

Μέχρι στιγμής δεν έχει γίνει γνωστό πότε θα λάβει και τη δεύτερη δόση. Σύμφωνα με τη γερμανική «Τagesspiegel», η Μέρκελ είναι άνω των 60 και ως εκ τούτου ανήκει στην ηλιακή ομάδα που λαμβάνει το εμβόλιο της AstraZeneca.
«Είμαι χαρούμενη που έλαβα το πρώτο εμβόλιο της AstraZeneca σήμερα. Θα ήθελα να ευχαριστήσω όλους όσοι συμμετέχουν στην εκστρατεία εμβολιασμού - και σε όλους όσους έχουν εμβολιαστεί. Ο εμβολιασμός είναι το κλειδί για την αντιμετώπιση της πανδημίας», δήλωσε η Μέρκελ.
Η ανάρτηση του εκπροσώπου της Μέρκελ με το έγγραφο:

Kanzlerin #Merkel: „Ich freue mich, dass ich heute die Erstimpfung mit AstraZeneca bekommen habe. Ich danke allen, die sich in der Impfkampagne engagieren – und allen, die sich impfen lassen. Das Impfen ist der Schlüssel, um die Pandemie zu überwinden.“ pic.twitter.com/P4kMJYNrlc
— Steffen Seibert (@RegSprecher) April 16, 2021

Διαβάστε όλες τις ειδήσεις από την Ελλάδα και τον Κόσμο.


            googletag.cmd.push(function(){
                googletag.display('div-gpt-ad-1618837763216-0');
            });
        

",https://www.star.gr/eidiseis/kosmos/539991/astrazeneca-emboliasthke-h-angkela-merkel
294,Sharon Stone: Εμβολιάστηκε Κατά Του Κορωνοϊού | Star.gr ,"23.03.21, 18:27",Συντακτική Ομάδα,Η ηθοποιός είναι χαρούμενη που μπήκε σε αυτή τη διαδικασία,"
Στα 60 της η σταρ παραμένει το ίδιο εντυπωσιακή!
Οι εμβολιασμοί κατά του κορωνοϊού συνεχίζονται σε όλο τον κόσμο και πολλοί είναι οι celebrities που έχουν σπεύσει να κάνουν κι εκείνοι με τη σειρά τους το εμβόλιο.

Ζήτησαν σε σταρ να βρεθεί ερωτικά με συμπρωταγωνιστή της λόγω... χημείας!

Κάπως έτσι ήρθε αυτή η στιγμή και για τη Sharon Stone. Η ηθοποιός που έγινε ευρύτερα γνωστή μέσα από την ταινία «Βασικό ένστικτο» έκανε την πρώτη δόση του εμβολίου και θέλησε να μοιραστεί αυτή τη σημαντική στιγμή με τους followers της.

Διάσημη σταρ αποκαλύπτει: «Έχω τελειώσει με τους άντρες!»

«Έκανα την πρώτη μου δόση», έγραψε στην λεζάντα της φωτογραφίας που ανέβασε στον προσωπικό της λογαριασμό στο Instagram.
 



 

 
 


 


View this post on Instagram

 


 
 
 


 
 


 
 
 



 
 

A post shared by Sharon Stone (@sharonstone)



Να θυμίσουμε ότι τον Αύγουστο του 2020, η αδερφή της Χολιγουντιανής ηθοποιού, Kelly, είχε νοσηλευτεί στο νοσοκομείο με κορωνοϊό, καθώς πάσχει από υποκείμενο νόσημα και είχε ζητήσει από όλους να προσέχουν και να φορούν τη μάσκα τους.

Η αδερφή διάσημης σταρ στο νοσοκομείο με κορωνοϊό!

 



 

 
 


 


View this post on Instagram

 


 
 
 


 
 


 
 
 



 
 

A post shared by Sharon Stone (@sharonstone)



Η αδερφή της Sharon Stone, Kelly
 
Διαβάστε όλες τις lifestyle ειδήσεις
Διαβάστε όλα τα lifestyle νεα, για Celebrities και Media.


            googletag.cmd.push(function(){
                googletag.display('div-gpt-ad-1618837894283-0');
            });
        

",https://www.star.gr/lifestyle/celebrities/537015/sharon-stone-emboliasthke-kata-toy-korwnoioy
295,Ελένη Μενεγάκη: Έκανε Το Εμβόλιο Για Τον Κορωνοϊό | Star.gr ,"12.05.21, 21:50",Συντακτική Ομάδα,Έχει κάνει την πρώτη δόση και είναι έτοιμη για τη δεύτερη,"
Οι δηλώσεις της Ελένης Μενεγάκη έξω από τα Γραφεία του Mega
Το απόγευμα της Τετάρτης η Λένα Μαντά κάνοντας ένα live στο instagram παρουσίασε το νέο της βιβλίο με καλεσμένη την Ελένη Μενεγάκη, η οποία τρέφει μεγάλη συμπάθεια για τη συγγραφέα. 

Ελένη Μενεγάκη: Η αποκάλυψη για τη ζώνη που θα είναι η εκπομπή της

Τη Λένα Μαντά άλλωστε έχει φιλοξενήσει ουκ ολίγες φορές στην εκπομπή της η ξανθιά παρουσιάστρια, δείχνοντάς της εμπράκτως την αγάπη της και τη στήριξή της. 

Γιορτή της Μητέρας: Η φωτογραφία του Άγγελου Λάτσιου με την Ελένη Μενεγάκη

Οι δυο γυναίκες λοιπόν ανέλυσαν θέματα που αφορούσαν την τηλεόραση, τις ερωτικές σχέσεις, αλλά και τον κορωνοϊό που τον τελευταίο χρόνο απασχολεί ολόκληρη την ανθρωπότητα.
Μάλιστα η «ωραία Ελένη» αποκάλυψε πως έκανε την πρώτη δόση του εμβολίου τη Μεγάλη Εβδομάδα με τη δεύτερη να είναι προγραμματισμένη τις επόμενες μέρες. 

Η Ελένη Μενεγάκη κατά την επίσκεψή της στα Γραφεία του Mega
Διαβάστε όλα τα lifestyle νεα, για Celebrities και Media.


            googletag.cmd.push(function(){
                googletag.display('div-gpt-ad-1618837894283-0');
            });
        

",https://www.star.gr/lifestyle/celebrities/542945/elenh-menegakh-ekane-to-embolio-gia-ton-korwnoio
296,"AstraZeneca: Λειτουργεί Καλά Ως Επαναληπτική, Τρίτη Δόση | Star.gr ","19.05.21, 09:14",Συντακτική Ομάδα,Τι αναφέρει δημοσίευμα της Financial Times για την τρίτη δόση του εμβολίου,"
Συνεχίζονται οι εμβολιασμοί με AstraZeneca σε όλο τον κόσμο. Ap Hub Video
Αποτελεσματικό ως επαναληπτικό είναι το εμβόλιο της AstraZeneca κατά του κορωνοϊού, αφού φάνηκε ότι αυξάνει τα αντισώματα απέναντι στην πρωτεΐνη-ακίδα του κορωνοϊού στους συμμετέχοντες σε έρευνα, όπως αναφέρει η εφημερίδα Financial Times.

Εμβολιασμοί: 1η δόση AstraZeneca, 2η Pfizer- Αποτελεσματικός ο συνδυασμός!

Η είδηση αυτή έρχεται σε μία εποχή κατά την οποία οι παρασκευαστές των εμβολίων κατά της covid-19 προειδοποιούν ότι ο παγκόσμιος πληθυσμός θα χρειάζεται να κάνει επαναληπτικά εμβόλια ή νέα εμβόλια για να αντιμετωπίσει τα παραλλαγμένα στελέχη του κορωνοϊού, αν και κάποιοι επιστήμονες έχουν εκφράσει αμφιβολίες για το αν θα είναι απαραίτητο κάτι τέτοιο. 

Pfizer ή AstraZeneca: Ποιο εμβόλιο παράγει περισσότερα αντισώματα


Αποτελεσματικό το εμβόλιο της AstraZeneca ως επαναληπτικό. ap images
Η εφημερίδα επικαλείται ένα πρόσωπο που έχει γνώση των αποτελεσμάτων της έρευνας, το οποίο δήλωσε ότι αυτή έδειξε πως η αντίδραση των αντισωμάτων όσων έλαβαν επαναληπτική δόση του AstraZeneca κατά της covid-19 ήταν «αρκετά ισχυρή απέναντι σε οποιοδήποτε παραλλαγμένο στέλεχος» και καθησύχασε τις ανησυχίες ότι τα εμβόλια με αδενοϊό δε θα μπορούν να χρησιμοποιηθούν περισσότερες από μία φορά. 
Το εμβόλιο χρησιμοποιεί μία νέα τεχνολογία με μία τροποποιημένη εκδοχή των αδενοϊών που προκαλούν το κοινό κρυολόγημα ως μεταφορείς πληροφοριών στα ανθρώπινα κύτταρα. Ο τρόπος που λειτουργούν έχει προκαλέσει ανησυχία μεταξύ των επιστημόνων ότι αυτού του είδους τα εμβόλια ενδέχεται να χάσουν την ισχύ τους, αν ο εμβολιασμός χρειαστεί να γίνεται κάθε χρόνο προκειμένου να αντιμετωπίζονται νέα παραλλαγμένα στελέχη του κορωνοϊού. 
Σύμφωνα με τους Financial Times, προς το παρόν δεν είναι γνωστό πότε η AstraZeneca και το πανεπιστήμιο της Οξφόρδης θα δημοσιεύσουν τα αποτελέσματα της έρευνας αυτής. 
 
Διαβάστε όλες τις ειδήσεις από την Ελλάδα και τον Κόσμο.


            googletag.cmd.push(function(){
                googletag.display('div-gpt-ad-1618837763216-0');
            });
        

",https://www.star.gr/eidiseis/kosmos/543684/astrazeneca-leitoyrgei-kala-ws-epanalhptikh-trith-dosh
297,Βέλγιο: Εμβολιασμοί Με AstraZeneca Μόνο Στους Άνω Των 55 | Star.gr ,"07.04.21, 23:58",Θάνος Αθανασίου,Θα ισχύσει για τις επόμενες τέσσερις εβδομάδες,"
Τι είπε η πρόεδρος της Εθνικής Επιτροπής Εμβολιασμών για τα περιστατικά θρομβώσεων στη χώρα μας
Το Βέλγιο ανακοίνωσε ότι θα χορηγεί το εμβόλιο της AstraZeneca σε άτομα άνω των 55 ετών προς το παρόν και για τις επόμενες τέσσερις εβδομάδες, μετά από διαβούλευση μεταξύ των τριών υπουργών Υγείας της χώρας.

ΕΜΑ για AstraZeneca: Στις σπάνιες παρενέργειες του εμβολίου οι θρομβώσεις

Όσοι είναι 55 ετών και κάτω θα λάβουν άλλα εμβόλια, όπως επιβεβαίωσε ο Frank Vandenbroucke στο VTM Nieuws.
Νωρίτερα σήμερα, ο Ευρωπαϊκός Οργανισμός Φαρμάκων (EMA) επιβεβαίωσε ότι υπάρχει πιθανή σχέση μεταξύ εμβολιασμού με το AstraZeneca και «πολύ σπάνιες περιπτώσεις ασυνήθιστων θρόμβων αίματος σε συνδυασμό με χαμηλό αριθμό αιμοπεταλίων», αλλά τόνισε ότι τα πλεονεκτήματα του εμβολίου AstraZeneca υπερτερούν κατά πολύ των μειονεκτημάτων.

AstraZeneca: Γιατί οι νέες γυναίκες κινδυνεύουν περισσότερο για θρόμβωση

Ο EMA δεν ανακοίνωσε ότι δεν έχει να ανιχνεύσει συγκεκριμένους παράγοντες και ομάδες κινδύνου, αλλά οι περισσότερες περιπτώσεις σπάνιας ανεπιθύμητης ενέργειας έχουν εμφανιστεί σε γυναίκες κάτω των 60 ετών.
Διαβάστε όλες τις ειδήσεις από την Ελλάδα και τον Κόσμο.


            googletag.cmd.push(function(){
                googletag.display('div-gpt-ad-1618837763216-0');
            });
        

",https://www.star.gr/eidiseis/kosmos/538924/belgio-emboliasmoi-me-astrazeneca-mono-stoys-anw-twn-55
298,Μαρία Χούκλη: Έκανε Το Εμβόλιο Της AstraZeneca | Star.gr ,"24.04.21, 22:56",Συντακτική Ομάδα,«Είχα θυμώσει που δεν υπήρχε εμβόλιο για τον καρκίνο»,"
Η Μαρία Χούκλη έκανε την δεύτερη δόση του εμβολίου κατά του κορωνοϊού, προκειμένου να προστατευθεί, καθώς ανήκει στις ευπαθείς ομάδες.
Μάλιστα, η δημοσιογράφος και ειδική σύμβουλος στο Πολιτικό Γραφείο του Υφυπουργού στον Πρωθυπουργό Ακη Σκέρτσου έκανε γνωστό πως εμβολιάστηκε με το εμβόλιο της AstraZeneca.
Σε ανάρτησή της, στον προσωπικό της λογαριασμό, στο Facebook εξομολογήθηκε τα όσα είχε νιώσει τότε που έδινε μάχη με τον καρκίνο, επειδή δεν είχε εμβόλιο.
«Θυμάμαι, πόσο είχα θυμώσει τότε επειδή δεν υπήρχε εμβόλιο για τον καρκίνο. Μαζί μου και πολλές, εκατομμύρια γυναίκες. Η επιστήμη δεν έχει πάντοτε λύσεις για όλα αλλά να που τώρα στην περίπτωση του κορονοϊού θριάμβευσε και μας κάνει ένα τεράστιο δώρο. Να μείνουμε υγιείς. Να προστατευθούμε και να προστατέψουμε. Δεύτερη δόση σήμερα με AstraZeneca .#Ελευθερια με ασφάλεια», έγραψε στη λεζάντα της ανάρτησης της η Μαρία Χούκλη και πόσταρε το εμβολιασμένο της μπράτσο.

H γνωστή δημοσιογράφος πριν από 20 χρόνια είχε μάθει ότι είχε καρκίνο. Κατάφερε και το ξεπέρασε και σήμερα είναι υγιής. Έχει μιλήσει αρκετές φορές για τη δύσκολη περιπέτεια που βίωσε. 
 
Δείτε όλες τις ifestyle ειδήσεις
Διαβάστε όλα τα lifestyle νεα, για Celebrities και Media.


            googletag.cmd.push(function(){
                googletag.display('div-gpt-ad-1618837894283-0');
            });
        

",https://www.star.gr/lifestyle/celebrities/541037/maria-xoyklh-ekane-to-embolio-ths-astrazeneca
