screen_name,created_at,text
EFSYNTAKTON,2021-06-23,"Επιχείρηση πειθούς από την κυβέρνηση υπό τον φόβο της μετάλλαξης Δέλτα για να επιτευχθεί ο στόχος του 70% των πλήρως εμβολιασμένων μέχρι τα τέλη Αυγούστου. ● Λιγότεροι από ένας στους τρεις Ελληνες έχουν κάνει και τις δύο δόσεις

[του Κώστα Ζαφειρόπουλου]
https://t.co/bEniKVlUZ1"
EFSYNTAKTON,2021-06-22,"Σε ένα ποσοστό η νόσος ακόμη μεταδίδεται, δεν είναι ξεκάθαρο κατά πόσο τα καινούργια στελέχη του ιού καλύπτονται από τα εμβόλια και υπάρχει πάντα η πιθανότητα και οι εμβολιασμένοι να μεταδώσουν τον ιό, επιχειρηματολόγησε η Αθηνά Λινού

https://t.co/q0bzGvxyF3"
EFSYNTAKTON,2021-06-22,"Ένας μεγάλος αριθμός φτωχών χωρών δεν έχουν αρκετές δόσεις για να συνεχίσουν το πρόγραμμα εμβολιασμού των πληθυσμών τους 
https://t.co/8wJDFHwiPm"
EFSYNTAKTON,2021-06-18,"Πρόβλεψη υποχρεωτικότητας εάν μέτρα ενημέρωσης και ενθάρρυνσης δεν αποφέρουν σημαντική αύξηση του ποσοστού εμβολιασμού
https://t.co/YYdDyYzb6d"
EFSYNTAKTON,2021-06-18,"«Χρειάζεται στοχευμένη παρέμβαση, ειλικρίνεια και επιστημονική τεκμηρίωση. H συζήτηση περί υποχρεωτικότητας ή περί ""προνομίων"" θα ενισχύσει το αντιεμβολιαστικό κλίμα στην κοινωνία»
[ Συνέντευξη του Ανδρέα Ξανθού στον Δημήτρη Τερζή ]
https://t.co/1GtjYF0MKd"
EFSYNTAKTON,2021-06-18,"Tι είπε ο υπουργός Υγείας για το ενδεχόμενο υποχρεωτικού εμβολιασμού και τα «προνόμια» που έγιναν «ευεργετήματα»
https://t.co/5Yqa7Sk4Du"
EFSYNTAKTON,2021-06-17,"«Πράσινο φως» για άνοιγμα των κλειστών κινηματογράφων από 1 Ιουλίου, με πληρότητα 50% για εμβολιασμένους ή την επίδειξη self test
https://t.co/Mdyz3UQYHK"
EFSYNTAKTON,2021-06-17,"Βολές και για τους χειρισμούς με το εμβόλιο της AstraZeneca

[του Κώστα Ζαφειρόπουλου]
https://t.co/UNe3zHoNIl"
EFSYNTAKTON,2021-06-17,"«Δεν υπάρχει καμία αντένδειξη για οποιοδήποτε εμβόλιο όταν υπάρχει σκλήρυνση κατά πλάκας», σημειώνει η Αθηνά Λινού

https://t.co/7oFU657Z4q"
EFSYNTAKTON,2021-06-16,"Η εμβολιαστική πολιτική και η δημιουργία τείχους ανοσίας δεν γίνονται με σχέδια επί χάρτου, τακτικισμούς και κουτοπονηριές στην πλάτη της κοινωνίας. 

[ του Δημ. Κουκλουμπέρη ]
https://t.co/qPh3g5sbvQ"
EFSYNTAKTON,2021-06-15,"Πεδίον δόξης λαμπρόν αποτελεί για τα απομεινάρια και τα παρακλάδια της Χρυσής Αυγής ο κοινωνικός αναβρασμός γύρω από τον εμβολιασμό και τα περιοριστικά μέτρα κατά της Covid-19 

[της Ντίνας Δασκαλοπούλου]
https://t.co/FHf7X8IAs3"
EFSYNTAKTON,2021-06-15,"Οι ειδικοί Υγείας επισημαίνουν την αξία του ολοκληρωμένου εμβολιασμού 
https://t.co/YXjrzg8H6U"
EFSYNTAKTON,2021-06-15,"Ξέσπασε με αφορμή τη νέα οδηγία της επιτροπής ώστε το εμβόλιο της AstraZeneca να χορηγείται μόνο στους άνω των 60 ετών

https://t.co/Exa3hVp0bs"
EFSYNTAKTON,2021-06-14,"Ο Μ. Θεμιστοκλέους ανέφερε ότι το 27% έχει ολοκληρώσει τον εμβολιασμό του.
https://t.co/dyuXUC1CdR"
EFSYNTAKTON,2021-06-14,"Η κ. Θεοδωρίδου ξεκαθάρισε πως κανένα απ' τα εμβόλια δεν έχει ενοχοποιηθεί για μείωση της αναπαραγωγικής ικανότητας ούτε έχει αυξήσει τις αποβολές.
https://t.co/pyJc8HDt36"
EFSYNTAKTON,2021-06-14,"Τρία εμβόλια έχουν λάβει άδεια επείγουσας χρήσης από τον FDA, τον ομοσπονδιακό οργανισμό φαρμάκων των ΗΠΑ, ωστόσο κανένα δεν έχει εξασφαλίσει πλήρη έγκριση μέχρι σήμερα

https://t.co/SHoLS6MEWh"
EFSYNTAKTON,2021-06-13,"Συνέχεια στο μπάχαλο με το εμβόλιο της εταιρείας δίνει ο Ευρωπαϊκός Οργανισμός Φαρμάκων, ενώ η ανησυχία για τις παρενέργειες αυξάνεται.
https://t.co/Duxha3egbR"
EFSYNTAKTON,2021-06-12,"Βρισκόμαστε μπροστά σε μια εξελισσόμενη επιχείρηση αποπροσανατολισμού και κατατρομοκράτησης του πληθυσμού - εμβολιασμένων και μη, οπαδών του εμβολιασμού αλλά και αρνητών του. 

[ του Γ. Πετρόπουλου ]
https://t.co/aoh3j9T3vn"
EFSYNTAKTON,2021-06-12,"Προανήγγειλε και αυτός κυρώσεις για εργαζόμενους - αρνητές εμβολιασμού σε μονάδες υγείας και φροντίδας ηλικιωμένων 

https://t.co/nFg2WqsPQC"
EFSYNTAKTON,2021-06-11,"Η καθηγήτρια Παιδιατρικής, Βάνα Παπαευαγγέλου, επισήμανε για μια ακόμη φορά ότι μπορεί οι δείκτες να παρουσιάζουν σαφή βελτίωση, πρέπει να είμαστε προσεκτικοί και να θωρακιστούμε μέσω του εμβολιασμού
https://t.co/zXPIXkVGxc"
EFSYNTAKTON,2021-06-11,"Ο ιός είναι ακόμη εδώ, τα εμβόλια υπάρχουν, κι όμως ένα μεγάλο ποσοστό ανθρώπων πιστεύει πως συνωμοτούν εναντίον του
[Της Κυριακής Μπεϊόγλου]
https://t.co/NxPIThWxJi"
EFSYNTAKTON,2021-06-11,"Ο Μπόρις Τζόνσον εξέφρασε την ελπίδα στη σύνοδο «οι συνάδελφοι ηγέτες θα υποσχεθούν ότι θα κάνουν προσφορές σε εμβόλια έως το τέλος του χρόνου για να μπορέσουμε να αντιμετωπίσουμε την πανδημία»
https://t.co/CdpvuXLDeY"
EFSYNTAKTON,2021-06-09,"Από αύριο διαθέσιμα όλα τα εμβόλια για τους 25-29 ετών, ενώ προανήγγειλε στήριξη των υγειονομικών
https://t.co/BoxeqbzEmp"
EFSYNTAKTON,2021-06-09,"● Ευθείες απειλές, ενώ το αφήγημα του «τείχους ανοσίας» δεν βγαίνει 
● Τη βρόμικη δουλειά ανέλαβε ο Άδωνις Γεωργιάδης 
● Ποια προνόμια για εμβολιασμένους είναι στο τραπέζι
https://t.co/ach5owBNs0"
EFSYNTAKTON,2021-06-08,"Η έναρξη του εμβολιασμού στις δέκα δομές της Βόρειας Ελλάδας μετατίθεται για την επόμενη Τρίτη 15 Ιουνίου.
https://t.co/I4WOJcJ1km"
EFSYNTAKTON,2021-06-08,"Μόνο όσα παιδιά και έφηβοι πάσχουν από συγκεκριμένα υποκείμενα νοσήματα πρέπει να εμβολιαστούν για την Covid-19 αναφέρει το σχέδιο συστάσεων της γερμανικής Εθνικής Επιτροπής Εμβολιασμού.
https://t.co/uwirmdiaA6"
EFSYNTAKTON,2021-06-08,"● Καθυστερημένη επιβεβαίωση για το τέλος της δωρεάν διανομής στα φαρμακεία
● «Θολές» υποσχέσεις για συνέχιση του προγράμματος 
● Παραθυράκι Σκέρτσου και για ψαλίδισμα στους δικαιούχους 
● Μπορεί να συνδεθούν με τα προνόμια προς εμβολιασμένους.
https://t.co/7liJ9Ui5kz"
EFSYNTAKTON,2021-06-07,"Παραδόσεις εμβολίων και συμμετοχή πολιτών επηρεάζουν την επίτευξη ανοσίας. 
Χαμηλό το ποσοστό εμβολιασμού της πλέον ευάλωτης ηλικιακής ομάδας.
https://t.co/9EtMsZsmJj"
EFSYNTAKTON,2021-06-07,"Θα είναι διαθέσιμα και τα τρία εμβόλια: Pfizer, Moderna και Johnson &amp; Johnson
https://t.co/O4NSyl5Rus"
EFSYNTAKTON,2021-06-07,"Σε πολλές περιοχές της χώρες δεν υπάρχουν ραντεβού λόγω ζήτησης, ενώ αποφασίστηκε να εμβολιαστούν προς το παρόν μόνο οι έφηβοι που ανήκουν στις ευπαθείς ομάδες
https://t.co/WTnilfPMoS"
EFSYNTAKTON,2021-06-06,"Αναθερμαίνεται η συζήτηση καθώς έχει ρίξει ρυθμούς η εμβολιαστική εκστρατεία
https://t.co/MPP7ISS45v"
EFSYNTAKTON,2021-06-04,"Ο αριθμός των εμβολιασμών σε καθημερινή βάση παραμένει κάτω από τις 100.000
https://t.co/JygnFhEheO"
EFSYNTAKTON,2021-06-03,"Οι πρώτοι εμβολιασμοί προσφύγων έγιναν σήμερα στη δομή του Καρά Τεπέ της Μυτιλήνης, στη ΒΙΑΛ στη Χίο και στο Βαθύ της  Σάμου
https://t.co/ZGhUZb9xXt"
EFSYNTAKTON,2021-06-03,"Πρωταθλητές στον εμβολιασμό, σύμφωνα με τον κ. Θεμιστοκλέους, αναδεικνύονται οι πολίτες της ηλικιακής ομάδας 75-79 ετών

https://t.co/JweCeqVrGn"
EFSYNTAKTON,2021-06-03,"Σύμφωνα με τα στοιχεία του Ευρωπαϊκού Κέντρου Πρόληψης και Ελέγχου Νόσων, ορισμένες ομάδες μεταναστών εκπροσωπούνται δυσανάλογα σε κρούσματα COVID-19, νοσηλεία και θανάτους, καθώς και στα ποσοστά εμβολιασμού.
[της Μαρίας Ψαρά]
https://t.co/MLVQBesJVp"
EFSYNTAKTON,2021-06-02,"Μπορεί η κυβέρνηση να έχει ρίξει το βάρος στον εμβολιασμό των κατοίκων στα νησιά –λόγω του τουρισμού–, ωστόσο το ποσοστό των εμβολιασμένων παραμένει σε χαμηλά επίπεδα. 
https://t.co/7IR1iIABeo"
EFSYNTAKTON,2021-06-02,"Aπό τον Δεκέμβριο ως τον Μάιο εντοπίστηκαν 275 περιπτώσεις μυοκαρδίτιδας, κυρίως σε νέους άνδρες, μεταξύ περισσότερων από 5 εκατ. εμβολιασθέντων
https://t.co/X1skAVZ8DE"
EFSYNTAKTON,2021-06-01,"Δριμύ «κατηγορώ» από τον σύζυγό της ● Δεύτερος θάνατος που επιβεβαιωμένα σχετίζεται με το εμβόλιο
[του Μάριου Διονέλλη]
https://t.co/qd1wxZL1VK"
EFSYNTAKTON,2021-06-01,"To 19% των πολιτών έχει ανοσία με το πολυπόθητο τείχος ανοσίας που επιτυγχάνεται όταν εμβολιαστεί το 70% και πλέον του πληθυσμού να μοιάζει δύσκολο να επιτευχθεί
[ Της Ντάνι Βέργου ]
https://t.co/b1tK4CAv30"
